param nPaletes:=452;
param nNiveis:=492;

#Referencia	Altura	Largura	Taxa de utilização
param PALETES:
1	2	3	4:=
329	195	99	1000	9
330	196	79	1000	9
331	196	39	1000	9
332	197	39	1000	8
333	198	39	1000	8
334	199	49	1000	8
335	200	33	1000	8
336	201	41	1000	7
337	202	41	1000	7
338	203	59	1000	7
339	204	99	1000	7
340	204	59	1000	7
341	205	33	1000	7
342	206	59	1000	6
343	207	59	1000	6
344	208	33	1000	6
345	209	33	1000	6
346	210	33	1000	6
347	211	59	1000	5
348	212	59	1000	5
349	213	39	1000	5
350	214	39	1000	5
351	215	33	1000	5
352	216	59	1000	5
353	217	33	1000	5
354	218	39	1000	5
355	219	79	1000	5
356	219	39	1000	5
357	220	39	1000	4
358	221	39	1000	4
359	222	39	1000	4
360	223	39	1000	4
361	224	79	1000	4
362	224	59	1000	4
363	225	39	1000	4
364	226	39	1000	4
365	227	79	1000	4
366	227	79	1000	4
367	228	39	1000	4
368	229	59	1000	3
369	230	59	1000	3
370	231	33	1000	3
371	232	39	1000	3
372	233	39	1000	3
373	234	39	1000	3
374	235	39	1000	3
375	236	33	1000	3
376	237	59	1000	3
377	238	59	1000	3
378	239	59	1000	2
379	240	79	1000	2
380	241	79	1000	2
381	241	79	1000	2
382	241	79	1000	2
383	241	79	1000	2
384	242	39	1000	2
385	243	79	1000	1
386	244	33	1000	1
387	245	39	1000	1
388	246	39	1000	1
389	247	39	1000	1
390	248	39	1000	1
391	249	59	1000	0
392	250	59	1000	0
393	251	79	1000	0
394	251	79	1000	0
395	251	79	1000	0
396	251	79	1000	0
397	251	79	1000	0
398	251	79	1000	0
399	252	39	1000	0
400	253	59	1000	0
401	254	59	1000	0
402	255	79	1000	0
403	256	79	1000	0
404	257	109	800	31
405	257	109	800	31
406	258	79	800	29
407	258	79	800	29
408	259	79	800	29
409	259	79	800	29
410	260	61	800	23
411	261	61	800	23
412	262	79	800	15
413	262	39	800	15
414	263	79	800	15
415	263	39	800	15
416	264	79	800	12
417	265	109	800	11
418	265	49	800	11
419	266	109	800	11
420	266	49	800	11
421	267	79	800	11
422	268	79	800	10
423	268	39	800	10
424	269	79	800	10
425	269	39	800	10
426	270	59	800	10
427	271	59	800	10
428	272	39	800	7
429	273	109	800	7
430	273	109	800	7
431	273	109	800	7
432	273	109	800	7
433	273	109	800	7
434	273	49	800	7
435	274	109	800	7
436	274	109	800	7
437	274	109	800	7
438	274	109	800	7
439	274	109	800	7
440	274	49	800	7
441	275	109	800	7
442	275	109	800	7
443	276	109	800	5
444	276	109	800	5
445	277	109	800	5
446	277	109	800	5
447	278	39	800	4
448	279	59	800	3
449	280	109	800	3
450	280	109	800	3
451	281	109	800	2
452	281	109	800	2;


#distancia	Largura	Altura
param NIVEIS:
	1	2	3:=
	1	0	3200	120
	2	1000	3200	120
	3	2000	3200	120
	4	3000	3200	120
	5	4000	3200	120
	6	5000	3200	120
	7	6000	3200	120
	8	7000	3200	120
	9	8000	3200	120
	10	9000	3200	120
	11	10000	3200	120
	12	11000	3200	120
	13	12000	3200	120
	14	13000	3200	120
	15	14000	3200	120
	16	15000	3200	120
	17	16000	3200	120
	18	17000	3200	120
	19	18000	3200	120
	20	19000	3200	120
	21	20000	3200	120
	22	21000	3200	120
	23	22000	3200	120
	24	23000	3200	120
	25	24000	3200	120
	26	25000	3200	120
	27	26000	3200	120
	28	27000	3200	120
	29	28000	3200	120
	30	29000	3200	120
	31	30000	3200	120
	32	31000	3200	120
	33	32000	3200	120
	34	33000	3200	120
	35	34000	3200	120
	36	35000	3200	120
	37	36000	3200	120
	38	37000	3200	120
	39	38000	3200	120
	40	39000	3200	120
	41	40000	3200	120
	42	41000	3200	120
	43	42000	3200	120
	44	43000	3200	120
	45	44000	3200	120
	46	45000	3200	120
	47	46000	3200	120
	48	47000	3200	120
	49	48000	3200	120
	50	49000	3200	120
	51	50000	3200	120
	52	51000	3200	120
	53	52000	3200	120
	54	53000	3200	120
	55	54000	3200	120
	56	55000	3200	120
	57	56000	3200	120
	58	57000	3200	120
	59	58000	3200	120
	60	59000	3200	120
	61	60000	3200	120
	62	61000	3200	120
	63	62000	3200	120
	64	63000	3200	120
	65	64000	3200	120
	66	65000	3200	120
	67	66000	3200	120
	68	67000	3200	120
	69	68000	3200	120
	70	69000	3200	120
	71	70000	3200	120
	72	71000	3200	120
	73	72000	3200	120
	74	73000	3200	120
	75	74000	3200	120
	76	75000	3200	120
	77	76000	3200	120
	78	77000	3200	120
	79	78000	3200	120
	80	79000	3200	120
	81	80000	3200	120
	82	81000	3200	120
	83	82000	3200	120
	84	83000	3200	120
	85	84000	3200	120
	86	85000	3200	120
	87	86000	3200	120
	88	87000	3200	120
	89	88000	3200	120
	90	89000	3200	120
	91	90000	3200	120
	92	91000	3200	120
	93	92000	3200	120
	94	93000	3200	120
	95	94000	3200	120
	96	95000	3200	120
	97	96000	3200	120
	98	97000	3200	120
	99	98000	3200	120
	100	99000	3200	120
	101	100000	3200	120
	102	101000	3200	120
	103	102000	3200	120
	104	103000	3200	120
	105	104000	3200	120
	106	105000	3200	120
	107	106000	3200	120
	108	107000	3200	120
	109	108000	3200	120
	110	109000	3200	120
	111	110000	3200	120
	112	111000	3200	120
	113	112000	3200	120
	114	113000	3200	120
	115	114000	3200	120
	116	115000	3200	120
	117	116000	3200	120
	118	117000	3200	120
	119	118000	3200	120
	120	119000	3200	120
	121	120000	3200	120
	122	121000	3200	120
	123	122000	3200	120
	124	123000	3200	120
	125	124000	3200	120
	126	125000	3200	120
	127	126000	3200	120
	128	127000	3200	120
	129	128000	3200	120
	130	129000	3200	120
	131	130000	3200	120
	132	131000	3200	120
	133	132000	3200	120
	134	133000	3200	120
	135	134000	3200	120
	136	135000	3200	120
	137	136000	3200	120
	138	137000	3200	120
	139	138000	3200	120
	140	139000	3200	120
	141	140000	3200	120
	142	141000	3200	120
	143	142000	3200	120
	144	143000	3200	120
	145	144000	3200	120
	146	145000	3200	120
	147	146000	3200	120
	148	147000	3200	120
	149	148000	3200	120
	150	149000	3200	120
	151	150000	3200	120
	152	151000	3200	120
	153	152000	3200	120
	154	153000	3200	120
	155	154000	3200	120
	156	155000	3200	120
	157	156000	3200	120
	158	157000	3200	120
	159	158000	3200	120
	160	159000	3200	120
	161	160000	3200	120
	162	161000	3200	120
	163	162000	3200	120
	164	163000	3200	120
	165	164000	3200	120
	166	165000	3200	120
	167	166000	3200	120
	168	167000	3200	120
	169	168000	3200	120
	170	169000	3200	120
	171	170000	3200	120
	172	171000	3200	120
	173	172000	3200	120
	174	173000	3200	120
	175	174000	3200	120
	176	175000	3200	120
	177	176000	3200	120
	178	177000	3200	120
	179	178000	3200	120
	180	179000	3200	120
	181	180000	3200	120
	182	181000	3200	120
	183	182000	3200	120
	184	183000	3200	120
	185	184000	3200	120
	186	185000	3200	120
	187	186000	3200	120
	188	187000	3200	120
	189	188000	3200	120
	190	189000	3200	120
	191	190000	3200	120
	192	191000	3200	120
	193	192000	3200	120
	194	193000	3200	120
	195	194000	3200	120
	196	195000	3200	120
	197	196000	3200	120
	198	197000	3200	120
	199	198000	3200	120
	200	199000	3200	120
	201	200000	3200	120
	202	201000	3200	120
	203	202000	3200	120
	204	203000	3200	120
	205	204000	3200	120
	206	205000	3200	120
	207	206000	3200	120
	208	207000	3200	120
	209	208000	3200	120
	210	209000	3200	120
	211	210000	3200	120
	212	211000	3200	120
	213	212000	3200	120
	214	213000	3200	120
	215	214000	3200	120
	216	215000	3200	120
	217	216000	3200	120
	218	217000	3200	120
	219	218000	3200	120
	220	219000	3200	120
	221	220000	3200	120
	222	221000	3200	120
	223	222000	3200	120
	224	223000	3200	120
	225	224000	3200	120
	226	225000	3200	120
	227	226000	3200	120
	228	227000	3200	120
	229	228000	3200	120
	230	229000	3200	120
	231	230000	3200	120
	232	231000	3200	120
	233	232000	3200	120
	234	233000	3200	120
	235	234000	3200	120
	236	235000	3200	120
	237	236000	3200	120
	238	237000	3200	120
	239	238000	3200	120
	240	239000	3200	120
	241	240000	3200	120
	242	241000	3200	120
	243	242000	3200	120
	244	243000	3200	120
	245	244000	3200	120
	246	245000	3200	120
	247	246000	3200	120
	248	247000	3200	120
	249	248000	3200	120
	250	249000	3200	120
	251	250000	3200	120
	252	251000	3200	120
	253	252000	3200	120
	254	253000	3200	120
	255	254000	3200	120
	256	255000	3200	120
	257	256000	3200	120
	258	257000	3200	120
	259	258000	3200	120
	260	259000	3200	120
	261	260000	3200	120
	262	261000	3200	120
	263	262000	3200	120
	264	263000	3200	120
	265	264000	3200	120
	266	265000	3200	120
	267	266000	3200	120
	268	267000	3200	120
	269	268000	3200	120
	270	269000	3200	120
	271	270000	3200	120
	272	271000	3200	120
	273	272000	3200	120
	274	273000	3200	120
	275	274000	3200	120
	276	275000	3200	120
	277	276000	3200	120
	278	277000	3200	120
	279	278000	3200	120
	280	279000	3200	120
	281	280000	3200	120
	282	281000	3200	120
	283	282000	3200	120
	284	283000	3200	120
	285	284000	3200	120
	286	285000	3200	120
	287	286000	3200	120
	288	287000	3200	120
	289	288000	3200	120
	290	289000	3200	120
	291	290000	3200	120
	292	291000	3200	120
	293	292000	3200	120
	294	293000	3200	120
	295	294000	3200	120
	296	295000	3200	120
	297	296000	3200	120
	298	297000	3200	120
	299	298000	3200	120
	300	299000	3200	120
	301	300000	3200	120
	302	301000	3200	120
	303	302000	3200	120
	304	303000	3200	120
	305	304000	3200	120
	306	305000	3200	120
	307	306000	3200	120
	308	307000	3200	120
	309	308000	3200	120
	310	309000	3200	120
	311	310000	3200	120
	312	311000	3200	120
	313	312000	3200	120
	314	313000	3200	120
	315	314000	3200	120
	316	315000	3200	120
	317	316000	3200	120
	318	317000	3200	120
	319	318000	3200	120
	320	319000	3200	120
	321	320000	3200	120
	322	321000	3200	120
	323	322000	3200	120
	324	323000	3200	120
	325	324000	3200	120
	326	325000	3200	120
	327	326000	3200	120
	328	327000	3200	120
	329	328000	3200	120
	330	329000	3200	120
	331	330000	3200	120
	332	331000	3200	120
	333	332000	3200	120
	334	333000	3200	120
	335	334000	3200	120
	336	335000	3200	120
	337	336000	3200	120
	338	337000	3200	120
	339	338000	3200	120
	340	339000	3200	120
	341	340000	3200	120
	342	341000	3200	120
	343	342000	3200	120
	344	343000	3200	120
	345	344000	3200	120
	346	345000	3200	120
	347	346000	3200	120
	348	347000	3200	120
	349	348000	3200	120
	350	349000	3200	120
	351	350000	3200	120
	352	351000	3200	120
	353	352000	3200	120
	354	353000	3200	120
	355	354000	3200	120
	356	355000	3200	120
	357	356000	3200	120
	358	357000	3200	120
	359	358000	3200	120
	360	359000	3200	120
	361	360000	3200	120
	362	361000	3200	120
	363	362000	3200	120
	364	363000	3200	120
	365	364000	3200	120
	366	365000	3200	120
	367	366000	3200	120
	368	367000	3200	120
	369	368000	3200	120
	370	369000	3200	120
	371	370000	3200	120
	372	371000	3200	120
	373	372000	3200	120
	374	373000	3200	120
	375	374000	3200	120
	376	375000	3200	120
	377	376000	3200	120
	378	377000	3200	120
	379	378000	3200	120
	380	379000	3200	120
	381	380000	3200	120
	382	381000	3200	120
	383	382000	3200	120
	384	383000	3200	120
	385	384000	3200	120
	386	385000	3200	120
	387	386000	3200	120
	388	387000	3200	120
	389	388000	3200	120
	390	389000	3200	120
	391	390000	3200	120
	392	391000	3200	120
	393	392000	3200	120
	394	393000	3200	120
	395	394000	3200	120
	396	395000	3200	120
	397	396000	3200	120
	398	397000	3200	120
	399	398000	3200	120
	400	399000	3200	120
	401	400000	3200	120
	402	401000	3200	120
	403	402000	3200	120
	404	403000	3200	120
	405	404000	3200	120
	406	405000	3200	120
	407	406000	3200	120
	408	407000	3200	120
	409	408000	3200	120
	410	409000	3200	120
	411	410000	3200	120
	412	411000	3200	120
	413	412000	3200	120
	414	413000	3200	120
	415	414000	3200	120
	416	415000	3200	120
	417	416000	3200	120
	418	417000	3200	120
	419	418000	3200	120
	420	419000	3200	120
	421	420000	3200	120
	422	421000	3200	120
	423	422000	3200	120
	424	423000	3200	120
	425	424000	3200	120
	426	425000	3200	120
	427	426000	3200	120
	428	427000	3200	120
	429	428000	3200	120
	430	429000	3200	120
	431	430000	3200	120
	432	431000	3200	120
	433	432000	3200	120
	434	433000	3200	120
	435	434000	3200	120
	436	435000	3200	120
	437	436000	3200	120
	438	437000	3200	120
	439	438000	3200	120
	440	439000	3200	120
	441	440000	3200	120
	442	441000	3200	120
	443	442000	3200	120
	444	443000	3200	120
	445	444000	3200	120
	446	445000	3200	120
	447	446000	3200	120
	448	447000	3200	120
	449	448000	3200	120
	450	449000	3200	120
	451	450000	3200	120
	452	451000	3200	120
	453	452000	3200	120
	454	453000	3200	120
	455	454000	3200	120
	456	455000	3200	120
	457	456000	3200	120
	458	457000	3200	120
	459	458000	3200	120
	460	459000	3200	120
	461	460000	3200	120
	462	461000	3200	120
	463	462000	3200	120
	464	463000	3200	120
	465	464000	3200	120
	466	465000	3200	120
	467	466000	3200	120
	468	467000	3200	120
	469	468000	3200	120
	470	469000	3200	120
	471	470000	3200	120
	472	471000	3200	120
	473	472000	3200	120
	474	473000	3200	120
	475	474000	3200	120
	476	475000	3200	120
	477	476000	3200	120
	478	477000	3200	120
	479	478000	3200	120
	480	479000	3200	120
	481	480000	3200	120
	482	481000	3200	120
	483	482000	3200	120
	484	483000	3200	120
	485	484000	3200	120
	486	485000	3200	120
	487	486000	3200	120
	488	487000	3200	120
	489	488000	3200	120
	490	489000	3200	120
	491	490000	3200	120
	492	491000	3200	120;


 
