param nPaletes:=452;
param nNiveis:=452;

#Referencia	Altura	Largura	Taxa de utilização
param PALETES:
	1	2	3	4:=
165	72	390	1000	36
166	73	790	1000	35
167	73	390	1000	35
168	74	330	1000	34
169	75	390	1000	34
170	76	590	1000	34
171	77	490	1000	34
172	78	330	1000	32
173	79	390	1000	32
174	80	390	1000	30
175	81	490	1000	29
176	82	790	1000	29
177	83	790	1000	28
178	83	790	1000	28
179	83	790	1000	28
180	83	790	1000	28
181	84	390	1000	28
182	85	790	1000	28
183	85	790	1000	28
184	86	790	1000	27
185	86	390	1000	27
186	87	790	1000	27
187	87	390	1000	27
188	88	790	1000	27
189	89	390	1000	26
190	90	790	1000	25
191	90	790	1000	25
192	91	390	1000	25
193	92	790	1000	25
194	92	790	1000	25
195	93	590	1000	25
196	94	590	1000	25
197	95	590	1000	25
198	96	590	1000	25
199	97	790	1000	24
200	97	390	1000	24
201	98	790	1000	24
202	98	790	1000	24
203	99	790	1000	24
204	99	390	1000	24
205	100	790	1000	24
206	100	390	1000	24
207	101	330	1000	24
208	102	590	1000	24
209	103	390	1000	24
210	104	460	1000	23
211	105	330	1000	23
212	106	330	1000	23
213	107	330	1000	23
214	108	330	1000	23
215	109	590	1000	23
216	110	590	1000	22
217	111	470	1000	22
218	112	1090	1000	21
219	112	1090	1000	21
220	113	1150	1000	20
221	113	1150	1000	20
222	113	830	1000	20
223	114	1090	1000	20
224	114	1090	1000	20
225	115	390	1000	19
226	116	490	1000	19
227	117	1090	1000	18
228	117	1090	1000	18
229	118	1090	1000	18
230	118	1090	1000	18
231	119	790	1000	18
232	120	790	1000	18
233	121	460	1000	17
234	122	330	1000	17
235	123	590	1000	17
236	124	1090	1000	17
237	124	1090	1000	17
238	125	1090	1000	17
239	125	490	1000	17
240	126	330	1000	16
241	127	1190	1000	16
242	127	1190	1000	16
243	128	1090	1000	16
244	128	990	1000	16
245	129	330	1000	15
246	130	330	1000	15
247	131	330	1000	15
248	132	590	1000	14
249	133	590	1000	14
250	134	330	1000	14
251	135	330	1000	14
252	136	330	1000	13
253	137	330	1000	13
254	138	790	1000	13
255	139	490	1000	13
256	140	490	1000	13
257	141	1090	1000	13
258	141	990	1000	13
259	142	330	1000	13
260	143	590	1000	12
261	144	390	1000	12
262	145	790	1000	12
263	145	790	1000	12
264	145	790	1000	12
265	146	790	1000	12
266	146	790	1000	12
267	146	790	1000	12
268	147	390	1000	12
269	148	390	1000	12
270	149	390	1000	12
271	150	1090	1000	12
272	150	990	1000	12
273	151	790	1000	11
274	151	490	1000	11
275	152	330	1000	11
276	153	390	1000	11
277	154	990	1000	11
278	155	790	1000	11
279	156	790	1000	11
280	157	790	1000	11
281	158	790	1000	11
282	159	390	1000	11
283	160	390	1000	11
284	161	990	1000	11
285	161	590	1000	11
286	162	390	1000	11
287	163	990	1000	11
288	164	990	1000	11
289	164	990	1000	11
290	164	990	1000	11
291	165	990	1000	11
292	165	990	1000	11
293	165	990	1000	11
294	165	990	1000	11
295	165	990	1000	11
296	165	990	1000	11
297	166	390	1000	11
298	167	590	1000	11
299	168	590	1000	11
300	169	990	1000	11
301	170	590	1000	11
302	171	790	1000	11
303	172	390	1000	11
304	173	590	1000	11
305	174	390	1000	11
306	175	590	1000	10
307	176	590	1000	10
308	177	590	1000	10
309	178	330	1000	10
310	179	390	1000	10
311	180	330	1000	10
312	181	390	1000	10
313	182	390	1000	10
314	183	990	1000	10
315	184	330	1000	10
316	185	790	1000	9
317	185	490	1000	9
318	186	330	1000	9
319	187	390	1000	9
320	188	460	1000	9
321	189	390	1000	9
322	190	390	1000	9
323	191	790	1000	9
324	192	790	1000	9
325	193	790	1000	9
326	193	390	1000	9
327	194	790	1000	9
328	194	390	1000	9
329	195	990	1000	9
330	196	790	1000	9
331	196	390	1000	9
332	197	390	1000	8
333	198	390	1000	8
334	199	490	1000	8
335	200	330	1000	8
336	201	410	1000	7
337	202	410	1000	7
338	203	590	1000	7
339	204	990	1000	7
340	204	590	1000	7
341	205	330	1000	7
342	206	590	1000	6
343	207	590	1000	6
344	208	330	1000	6
345	209	330	1000	6
346	210	330	1000	6
347	211	590	1000	5
348	212	590	1000	5
349	213	390	1000	5
350	214	390	1000	5
351	215	330	1000	5
352	216	590	1000	5
353	217	330	1000	5
354	218	390	1000	5
355	219	790	1000	5
356	219	390	1000	5
357	220	390	1000	4
358	221	390	1000	4
359	222	390	1000	4
360	223	390	1000	4
361	224	790	1000	4
362	224	590	1000	4
363	225	390	1000	4
364	226	390	1000	4
365	227	790	1000	4
366	227	790	1000	4
367	228	390	1000	4
368	229	590	1000	3
369	230	590	1000	3
370	231	330	1000	3
371	232	390	1000	3
372	233	390	1000	3
373	234	390	1000	3
374	235	390	1000	3
375	236	330	1000	3
376	237	590	1000	3
377	238	590	1000	3
378	239	590	1000	2
379	240	790	1000	2
380	241	790	1000	2
381	241	790	1000	2
382	241	790	1000	2
383	241	790	1000	2
384	242	390	1000	2
385	243	790	1000	1
386	244	330	1000	1
387	245	390	1000	1
388	246	390	1000	1
389	247	390	1000	1
390	248	390	1000	1
391	249	590	1000	0
392	250	590	1000	0
393	251	790	1000	0
394	251	790	1000	0
395	251	790	1000	0
396	251	790	1000	0
397	251	790	1000	0
398	251	790	1000	0
399	252	390	1000	0
400	253	590	1000	0
401	254	590	1000	0
402	255	790	1000	0
403	256	790	1000	0
404	257	1090	800	31
405	257	1090	800	31
406	258	790	800	29
407	258	790	800	29
408	259	790	800	29
409	259	790	800	29
410	260	610	800	23
411	261	610	800	23
412	262	790	800	15
413	262	390	800	15
414	263	790	800	15
415	263	390	800	15
416	264	790	800	12
417	265	1090	800	11
418	265	490	800	11
419	266	1090	800	11
420	266	490	800	11
421	267	790	800	11
422	268	790	800	10
423	268	390	800	10
424	269	790	800	10
425	269	390	800	10
426	270	590	800	10
427	271	590	800	10
428	272	390	800	7
429	273	1090	800	7
430	273	1090	800	7
431	273	1090	800	7
432	273	1090	800	7
433	273	1090	800	7
434	273	490	800	7
435	274	1090	800	7
436	274	1090	800	7
437	274	1090	800	7
438	274	1090	800	7
439	274	1090	800	7
440	274	490	800	7
441	275	1090	800	7
442	275	1090	800	7
443	276	1090	800	5
444	276	1090	800	5
445	277	1090	800	5
446	277	1090	800	5
447	278	390	800	4
448	279	590	800	3
449	280	1090	800	3
450	280	1090	800	3
451	281	1090	800	2
452	281	1090	800	2;



#tempo	Largura	Altura
param NIVEIS:
1	2	3:=
1	0.58	3200	1200
2	1.73	3200	1200
3	2.88	3200	1200
4	4.03	3200	1200
5	5.18	3200	1200
6	6.33	3200	1200
7	7.48	3200	1200
8	8.63	3200	1200
9	9.78	3200	1200
10	10.93	3200	1200
11	12.08	3200	1200
12	13.23	3200	1200
13	14.38	3200	1200
14	15.53	3200	1200
15	16.68	3200	1200
16	17.83	3200	1200
17	18.98	3200	1200
18	20.13	3200	1200
19	21.28	3200	1200
20	22.43	3200	1200
21	23.58	3200	1200
22	24.73	3200	1200
23	25.88	3200	1200
24	27.03	3200	1200
25	28.18	3200	1200
26	29.33	3200	1200
27	30.48	3200	1200
28	31.63	3200	1200
29	32.78	3200	1200
30	33.93	3200	1200
31	35.08	3200	1200
32	36.23	3200	1200
33	37.38	3200	1200
34	38.53	3200	1200
35	39.68	3200	1200
36	40.83	3200	1200
37	41.98	3200	1200
38	43.13	3200	1200
39	44.28	3200	1200
40	45.43	3200	1200
41	46.58	3200	1200
42	47.73	3200	1200
43	48.88	3200	1200
44	50.03	3200	1200
45	51.18	3200	1200
46	52.33	3200	1200
47	53.48	3200	1200
48	54.63	3200	1200
49	55.78	3200	1200
50	56.93	3200	1200
51	58.08	3200	1200
52	59.23	3200	1200
53	60.38	3200	1200
54	61.53	3200	1200
55	62.67	3200	1200
56	63.82	3200	1200
57	64.97	3200	1200
58	3.58	3200	1200
59	4.73	3200	1200
60	5.88	3200	1200
61	7.03	3200	1200
62	8.18	3200	1200
63	9.33	3200	1200
64	10.48	3200	1200
65	11.63	3200	1200
66	12.78	3200	1200
67	13.93	3200	1200
68	15.08	3200	1200
69	16.23	3200	1200
70	17.38	3200	1200
71	18.53	3200	1200
72	19.68	3200	1200
73	20.83	3200	1200
74	21.98	3200	1200
75	23.13	3200	1200
76	24.28	3200	1200
77	25.43	3200	1200
78	26.58	3200	1200
79	27.73	3200	1200
80	28.88	3200	1200
81	30.03	3200	1200
82	31.18	3200	1200
83	32.33	3200	1200
84	33.48	3200	1200
85	34.63	3200	1200
86	35.78	3200	1200
87	36.93	3200	1200
88	38.08	3200	1200
89	39.23	3200	1200
90	40.38	3200	1200
91	41.53	3200	1200
92	42.68	3200	1200
93	43.83	3200	1200
94	44.98	3200	1200
95	46.13	3200	1200
96	47.28	3200	1200
97	48.43	3200	1200
98	49.58	3200	1200
99	50.73	3200	1200
100	51.88	3200	1200
101	53.03	3200	1200
102	54.18	3200	1200
103	55.33	3200	1200
104	56.48	3200	1200
105	57.63	3200	1200
106	58.78	3200	1200
107	59.93	3200	1200
108	61.08	3200	1200
109	62.23	3200	1200
110	63.38	3200	1200
111	64.52	3200	1200
112	65.67	3200	1200
113	66.83	3200	1200
114	67.97	3200	1200
115	8.58	3200	1200
116	9.73	3200	1200
117	10.88	3200	1200
118	12.03	3200	1200
119	13.18	3200	1200
120	14.33	3200	1200
121	15.48	3200	1200
122	16.63	3200	1200
123	17.78	3200	1200
124	18.93	3200	1200
125	20.08	3200	1200
126	21.23	3200	1200
127	22.38	3200	1200
128	23.53	3200	1200
129	24.68	3200	1200
130	25.83	3200	1200
131	26.98	3200	1200
132	28.13	3200	1200
133	29.28	3200	1200
134	30.43	3200	1200
135	31.58	3200	1200
136	32.73	3200	1200
137	33.88	3200	1200
138	35.03	3200	1200
139	36.18	3200	1200
140	37.33	3200	1200
141	38.48	3200	1200
142	39.63	3200	1200
143	40.78	3200	1200
144	41.93	3200	1200
145	43.08	3200	1200
146	44.23	3200	1200
147	45.38	3200	1200
148	46.53	3200	1200
149	47.68	3200	1200
150	48.83	3200	1200
151	49.98	3200	1200
152	51.13	3200	1200
153	52.28	3200	1200
154	53.43	3200	1200
155	54.58	3200	1200
156	55.73	3200	1200
157	56.88	3200	1200
158	58.03	3200	1200
159	59.18	3200	1200
160	60.33	3200	1200
161	61.48	3200	1200
162	62.63	3200	1200
163	63.78	3200	1200
164	64.92	3200	1200
165	66.08	3200	1200
166	67.23	3200	1200
167	68.38	3200	1200
168	69.52	3200	1200
169	70.67	3200	1200
170	71.83	3200	1200
171	72.97	3200	1200
172	15.58	3200	1200
173	16.73	3200	1200
174	17.88	3200	1200
175	19.03	3200	1200
176	20.18	3200	1200
177	21.33	3200	1200
178	22.48	3200	1200
179	23.63	3200	1200
180	24.78	3200	1200
181	25.93	3200	1200
182	27.08	3200	1200
183	28.23	3200	1200
184	29.38	3200	1200
185	30.53	3200	1200
186	31.68	3200	1200
187	32.83	3200	1200
188	33.98	3200	1200
189	35.13	3200	1200
190	36.28	3200	1200
191	37.43	3200	1200
192	38.58	3200	1200
193	39.73	3200	1200
194	40.88	3200	1200
195	42.03	3200	1200
196	43.18	3200	1200
197	44.33	3200	1200
198	45.48	3200	1200
199	46.63	3200	1200
200	47.78	3200	1200
201	48.93	3200	1200
202	50.08	3200	1200
203	51.23	3200	1200
204	52.38	3200	1200
205	53.53	3200	1200
206	54.68	3200	1200
207	55.83	3200	1200
208	56.98	3200	1200
209	58.13	3200	1200
210	59.28	3200	1200
211	60.43	3200	1200
212	61.58	3200	1200
213	62.73	3200	1200
214	63.88	3200	1200
215	65.03	3200	1200
216	66.18	3200	1200
217	67.33	3200	1200
218	68.48	3200	1200
219	69.63	3200	1200
220	70.78	3200	1200
221	71.92	3200	1200
222	73.08	3200	1200
223	74.23	3200	1200
224	75.38	3200	1200
225	76.52	3200	1200
226	77.67	3200	1200
227	78.83	3200	1200
228	79.97	3200	1200
229	0.58	3200	1200
230	1.73	3200	1200
231	2.88	3200	1200
232	4.03	3200	1200
233	5.18	3200	1200
234	6.33	3200	1200
235	7.48	3200	1200
236	8.63	3200	1200
237	9.78	3200	1200
238	10.93	3200	1200
239	12.08	3200	1200
240	13.23	3200	1200
241	14.38	3200	1200
242	15.53	3200	1200
243	16.68	3200	1200
244	17.83	3200	1200
245	18.98	3200	1200
246	20.13	3200	1200
247	21.28	3200	1200
248	22.43	3200	1200
249	23.58	3200	1200
250	24.73	3200	1200
251	25.88	3200	1200
252	27.03	3200	1200
253	28.18	3200	1200
254	29.33	3200	1200
255	30.48	3200	1200
256	31.63	3200	1200
257	32.78	3200	1200
258	33.93	3200	1200
259	35.08	3200	1200
260	36.23	3200	1200
261	37.38	3200	1200
262	38.53	3200	1200
263	39.68	3200	1200
264	40.83	3200	1200
265	41.98	3200	1200
266	43.13	3200	1200
267	44.28	3200	1200
268	45.43	3200	1200
269	46.58	3200	1200
270	47.73	3200	1200
271	48.88	3200	1200
272	50.03	3200	1200
273	51.18	3200	1200
274	52.33	3200	1200
275	53.48	3200	1200
276	54.63	3200	1200
277	55.78	3200	1200
278	56.93	3200	1200
279	58.08	3200	1200
280	59.23	3200	1200
281	60.38	3200	1200
282	61.53	3200	1200
283	62.67	3200	1200
284	63.82	3200	1200
285	3.58	3200	1200
286	4.73	3200	1200
287	5.88	3200	1200
288	7.03	3200	1200
289	8.18	3200	1200
290	9.33	3200	1200
291	10.48	3200	1200
292	11.63	3200	1200
293	12.78	3200	1200
294	13.93	3200	1200
295	15.08	3200	1200
296	16.23	3200	1200
297	17.38	3200	1200
298	18.53	3200	1200
299	19.68	3200	1200
300	20.83	3200	1200
301	21.98	3200	1200
302	23.13	3200	1200
303	24.28	3200	1200
304	25.43	3200	1200
305	26.58	3200	1200
306	27.73	3200	1200
307	28.88	3200	1200
308	30.03	3200	1200
309	31.18	3200	1200
310	32.33	3200	1200
311	33.48	3200	1200
312	34.63	3200	1200
313	35.78	3200	1200
314	36.93	3200	1200
315	38.08	3200	1200
316	39.23	3200	1200
317	40.38	3200	1200
318	41.53	3200	1200
319	42.68	3200	1200
320	43.83	3200	1200
321	44.98	3200	1200
322	46.13	3200	1200
323	47.28	3200	1200
324	48.43	3200	1200
325	49.58	3200	1200
326	50.73	3200	1200
327	51.88	3200	1200
328	53.03	3200	1200
329	54.18	3200	1200
330	55.33	3200	1200
331	56.48	3200	1200
332	57.63	3200	1200
333	58.78	3200	1200
334	59.93	3200	1200
335	61.08	3200	1200
336	62.23	3200	1200
337	63.38	3200	1200
338	64.52	3200	1200
339	65.67	3200	1200
340	66.83	3200	1200
341	8.58	3200	1200
342	9.73	3200	1200
343	10.88	3200	1200
344	12.03	3200	1200
345	13.18	3200	1200
346	14.33	3200	1200
347	15.48	3200	1200
348	16.63	3200	1200
349	17.78	3200	1200
350	18.93	3200	1200
351	20.08	3200	1200
352	21.23	3200	1200
353	22.38	3200	1200
354	23.53	3200	1200
355	24.68	3200	1200
356	25.83	3200	1200
357	26.98	3200	1200
358	28.13	3200	1200
359	29.28	3200	1200
360	30.43	3200	1200
361	31.58	3200	1200
362	32.73	3200	1200
363	33.88	3200	1200
364	35.03	3200	1200
365	36.18	3200	1200
366	37.33	3200	1200
367	38.48	3200	1200
368	39.63	3200	1200
369	40.78	3200	1200
370	41.93	3200	1200
371	43.08	3200	1200
372	44.23	3200	1200
373	45.38	3200	1200
374	46.53	3200	1200
375	47.68	3200	1200
376	48.83	3200	1200
377	49.98	3200	1200
378	51.13	3200	1200
379	52.28	3200	1200
380	53.43	3200	1200
381	54.58	3200	1200
382	55.73	3200	1200
383	56.88	3200	1200
384	58.03	3200	1200
385	59.18	3200	1200
386	60.33	3200	1200
387	61.48	3200	1200
388	62.63	3200	1200
389	63.78	3200	1200
390	64.92	3200	1200
391	66.08	3200	1200
392	67.23	3200	1200
393	68.38	3200	1200
394	69.52	3200	1200
395	70.67	3200	1200
396	71.83	3200	1200
397	15.58	3200	1200
398	16.73	3200	1200
399	17.88	3200	1200
400	19.03	3200	1200
401	20.18	3200	1200
402	21.33	3200	1200
403	22.48	3200	1200
404	23.63	3200	1200
405	24.78	3200	1200
406	25.93	3200	1200
407	27.08	3200	1200
408	28.23	3200	1200
409	29.38	3200	1200
410	30.53	3200	1200
411	31.68	3200	1200
412	32.83	3200	1200
413	33.98	3200	1200
414	35.13	3200	1200
415	36.28	3200	1200
416	37.43	3200	1200
417	38.58	3200	1200
418	39.73	3200	1200
419	40.88	3200	1200
420	42.03	3200	1200
421	43.18	3200	1200
422	44.33	3200	1200
423	45.48	3200	1200
424	46.63	3200	1200
425	47.78	3200	1200
426	48.93	3200	1200
427	50.08	3200	1200
428	51.23	3200	1200
429	52.38	3200	1200
430	53.53	3200	1200
431	54.68	3200	1200
432	55.83	3200	1200
433	56.98	3200	1200
434	58.13	3200	1200
435	59.28	3200	1200
436	60.43	3200	1200
437	61.58	3200	1200
438	62.73	3200	1200
439	63.88	3200	1200
440	65.03	3200	1200
441	66.18	3200	1200
442	67.33	3200	1200
443	68.48	3200	1200
444	69.63	3200	1200
445	70.78	3200	1200
446	71.92	3200	1200
447	73.08	3200	1200
448	74.23	3200	1200
449	75.38	3200	1200
450	76.52	3200	1200
451	77.67	3200	1200
452	78.83	3200	1200; 











